study_accession	n_runs	reference	run_accession	checked_runs	library_layout
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549463	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549464	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549465	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549466	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549467	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549468	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549469	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549470	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549471	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549472	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549473	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549474	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549475	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549476	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549477	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549478	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549479	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549480	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549481	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549482	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549483	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549484	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549485	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549486	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549487	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549488	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549489	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549490	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549491	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549492	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549493	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549494	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549495	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549496	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549497	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549498	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549499	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549500	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549501	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549502	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549503	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549504	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549505	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549506	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549507	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549508	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549509	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549510	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549511	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549512	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549513	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549514	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549515	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549516	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549517	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549518	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1549519	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646716	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646717	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646718	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646719	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646720	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646721	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646722	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646723	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646724	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646725	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646726	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646727	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646728	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646729	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646730	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646731	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646732	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646733	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646734	yes	single
SRP045488	374	"(Maier, 2015, 10.1101/gr.184101.114);(Gish, 2016, 10.1128/mBio.00313-16)"	SRR1646735	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580971	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580972	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580973	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580974	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580975	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580976	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580977	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580978	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580979	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580980	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580981	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580982	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580983	yes	single
SRP047308	14	"(Dumesic, 2015, 10.1016/j.cell.2014.11.039)"	SRR1580984	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057228	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057229	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057230	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057231	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057232	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057233	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057234	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057235	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057236	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057237	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057238	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057239	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057240	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057241	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057242	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057243	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057244	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057245	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057246	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057247	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057248	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057249	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057250	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057251	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057252	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057253	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057254	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR2057255	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168432	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168433	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168434	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168435	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168436	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168437	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168438	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168439	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168440	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168441	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168442	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168443	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168444	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168445	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168446	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168447	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168448	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168449	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168450	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168451	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168452	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168453	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168454	yes	single
SRP059269	52	"(Gish, 2016, 10.1128/mBio.00313-16)"	SRR3168455	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827538	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827539	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827540	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827541	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827542	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827543	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827544	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827545	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827546	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827547	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827548	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827549	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827550	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827551	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827552	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827553	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827554	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827555	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827556	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827557	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827558	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827559	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827560	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2827561	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452656	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452657	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452658	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452659	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452660	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452661	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452662	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452663	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452664	yes	single
SRP063857	34	"(Homer, 2016, 10.1016/j.chom.2016.05.001)"	SRR2452665	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773405	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773406	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773407	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773408	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773411	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773412	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773417	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773418	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773421	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773422	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773425	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773426	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773427	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773428	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773431	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773432	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773433	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773434	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773435	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773436	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773445	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773446	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773449	yes	single
SRP065179	24	"(Bouklas, 2017, 10.3389/fmicb.2017.00098)"	SRR2773450	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199603	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199604	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199605	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199606	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199607	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199608	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199609	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199610	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199611	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199612	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199613	yes	single
SRP071061	12	"(Lev, 2015, 10.1128/mBio.00531-15);(Li, 2016, 10.1038/srep23927);(Li, 2017, 10.1080/21505594.2017.1385692)"	SRR3199614	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405833	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405834	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405835	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405836	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405837	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405838	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405839	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405840	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405841	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405842	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405843	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405844	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405845	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405846	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405847	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405848	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405849	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405850	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405851	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405852	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405853	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405854	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405855	yes	paired
SRP073615	24	"(Kelliher, 2016, 10.1371/jourl.pgen.1006453)"	SRR3405856	yes	paired
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134923	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134924	yes	single
